Word,Frequency
কর্তৃপক্ষের,2491
চিন্তা,2488
শতাধিক,2486
দোয়া,2486
এভাবে,2484
রাজস্ব,2483
উদযাপন,2481
"চৌধুরী,",2480
গরম,2479
মানুষ।,2479
সচেতন,2478
থেকে।,2475
উপদেষ্টা,2475
মুজিব,2475
বহু,2473
বাধ্য,2472
চতুর্থ,2471
লোক,2467
আইনজীবী,2467
ভেতরে,2465
বিকল্প,2463
অনলাইনে,2461
পরীক্ষায়,2458
চরম,2455
খাতের,2455
চরিত্রে,2454
তুলতে,2452
তীব্র,2451
বিবেচনায়,2447
পর্যায়ের,2444
জামিন,2442
কেবল,2441
পৌর,2441
দফায়,2441
ব্যাট,2436
প্রক্রিয়া,2434
ম,2434
যাচ্ছেন,2433
প্রথমবারের,2432
তৈরির,2428
প্রবাসী,2425
রাজশাহী,2424
অংশগ্রহণ,2424
রাস্তায়,2422
নূর,2421
সন্তান,2421
সমাধান,2419
দল।,2417
আব্দুর,2411
প্রতিরোধ,2409
ভাইস,2408
দেখিয়ে,2408
বিদেশে,2408
৩৫,2408
নির্যাতন,2403
পরের,2403
ওয়ার্ড,2400
আপনাদের,2398
কল্যাণ,2397
জীবনে,2396
পারেন।,2394
বিশ্বে,2389
বিশাল,2388
দোকান,2386
গ্রাম,2384
আনার,2383
পরই,2382
শুভেচ্ছা,2376
চালানো,2373
আলমগীর,2371
ঈদুল,2370
ফারুক,2369
আরেকটি,2367
ম্যাজিস্ট্রেট,2367
৮০,2366
লাল,2363
৭০,2360
লিগের,2356
শাখার,2355
শাস্তি,2350
সুপারিশ,2348
দিন।,2346
শ্রেণির,2346
আবারও,2344
জানানnan,2340
ভবনে,2340
পানির,2339
মিনিটের,2339
শিশুদের,2336
আছেন।,2336
স্বাধীন,2335
পড়তে,2335
প্রশিক্ষণ,2335
পরও,2334
পাস,2331
অবস্থার,2330
বলেই,2329
নির্মিত,2329
পরবর্তীতে,2328
পোস্ট,2326
কেন্দ্রের,2325
সম্পূর্ণ,2324
পৃথিবীর,2323
হিসাব,2321
ব্যর্থ,2321
বিভাগীয়,2319
সড়কে,2318
জোর,2317
কোম্পানি,2315
প্রাণ,2313
বিস্তারিত,2312
সেনা,2311
ধন্যবাদ,2311
চারটি,2309
যেভাবে,2309
হাজির,2309
চাই।,2309
সহজ,2304
মেয়াদ,2304
নেতারা,2303
চলতে,2302
দেড়,2301
বন্যা,2299
সেতুমন্ত্রী,2297
দেখার,2294
করছি,2292
বিবৃতিতে,2289
প্রতীকী,2288
২০২১,2287
নং,2287
করা।,2285
বেঁচে,2283
পদ্মা,2283
ক্লাবের,2282
আলোচনায়,2281
ফলাফল,2278
দ্য,2278
রয়েছেন।,2277
সপ্তাহ,2276
পাবে,2276
হুমকি,2275
অপেক্ষা,2272
আন্দোলনের,2272
পা,2271
অপর,2270
ওয়ার্ডের,2269
করপোরেশন,2269
অঞ্চলে,2268
যত,2267
নিষিদ্ধ,2266
রোগীদের,2265
পদ,2265
শুরুতে,2263
৩২,2263
দিচ্ছে,2262
ওয়ানডে,2262
গোপন,2259
দেশটিতে,2259
বেরিয়ে,2258
দিলেন,2258
খন্দকার,2257
বিমানবন্দরে,2256
৪৫,2255
নষ্ট,2255
এগুলো,2250
বাড়ানো,2250
বিবেচনা,2248
সেজন্য,2245
ইকবাল,2242
প্রতিবাদ,2241
খুলনা,2238
পৌরসভার,2234
জনগণ,2231
বদলে,2230
তাছাড়া,2227
পবিত্র,2227
চ্যালেঞ্জ,2224
কৃষক,2222
তরুণ,2222
চন্দ্র,2217
আসনে,2215
ত্যাগ,2215
টন,2215
পিছিয়ে,2210
মসজিদে,2209
ভিন্ন,2206
শুটিং,2206
গল্প,2205
যথাযথ,2204
দখল,2202
মায়ের,2201
বই,2200
সমর্থন,2199
ইতিহাসে,2197
প্রিমিয়ার,2196
নেন।,2193
অঞ্চলের,2190
আশ্রয়,2190
বাসা,2189
রোধে,2189
ওভারে,2188
চিহ্নিত,2187
সক্ষম,2185
রপ্তানি,2185
সমাজের,2183
উন্নয়নে,2180
দেবে,2179
রেল,2178
"মতে,",2174
সাংস্কৃতিক,2168
জাহিদ,2164
পেলে,2162
কর্মরত,2161
অভিযুক্ত,2160
দমন,2158
আসছে।,2157
গ্রহণের,2157
বাঙালি,2154
আজকের,2151
দরকার,2146
ব্যারিস্টার,2146
মানবিক,2146
ধারণ,2146
রাস্তা,2145
সেতুর,2145
৫০০,2138
মহান,2138
স্বাক্ষরিত,2137
আ,2137
আহমদ,2136
রুহুল,2136
"৩১,",2134
দলটির,2133
জাহাঙ্গীর,2132
র‌্যাবের,2130
শহর,2130
ঘিরে,2129
হস্তান্তর,2128
আরব,2128
কর্মী,2125
জানাতে,2124
জিতে,2124
প্রয়োজনে,2122
নির্দিষ্ট,2121
যাওয়ায়,2119
অতিথির,2119
মহামারির,2118
শিশুর,2116
আসেন,2113
হোক,2113
রংপুর,2111
পারেনি,2109
দাঁড়িয়ে,2108
জব্দ,2107
নির্মাণের,2106
নগদ,2101
দুর্নীতির,2099
সীমিত,2098
বৈশ্বিক,2097
মন্ত্রিপরিষদ,2095
শান্তি,2094
নাজমুল,2090
আট,2087
ব্যবহারের,2084
ইয়াবা,2084
দলকে,2084
সমস্যার,2082
তেমনি,2080
আয়ের,2076
নিয়ম,2075
পুরোপুরি,2074
মৃতের,2074
চালক,2073
গোলের,2073
বার্তা,2071
ইনচার্জ,2069
ক্ষমতায়,2066
অবদান,2064
মাধ্যমিক,2064
রাসেল,2063
স্টেডিয়ামে,2063
অল্প,2062
কর্মসূচির,2060
চলবে,2056
অনুষ্ঠানের,2056
বীর,2051
ছবিটি,2051
বুঝতে,2049
কার্ড,2049
বিন,2048
কার্যালয়ের,2047
বিপরীতে,2047
চোখে,2044
স্বরাষ্ট্রমন্ত্রী,2043
সেলিম,2042
বিদায়,2040
মৎস্য,2034
উচিত,2031
বাদী,2031
কত,2030
শক্তি,2029
ধারা,2028
উঠেছে,2028
নিহতের,2026
বেড়েছে,2026
অফিসে,2022
পর্যাপ্ত,2020
জিয়া,2018
সত্যতা,2017
বসুন্ধরা,2016
গেলেও,2012
করুন।,2010
কিছুদিন,2009
পূরণ,2008
ধর্মীয়,2008
বারবার,2008
অর্থবছরের,2004
আগামীকাল,2001
পরিষ্কার,1999
আবারো,1997
হলো।,1996
উন্নতি,1995
ধাপে,1993
কারা,1993
নেতাকর্মীদের,1990
ফেসবুকে,1990
যৌথ,1989
সমাজ,1989
গোটা,1986
হাছান,1986
আজকে,1985
কর,1984
হলেন-,1983
মিডিয়া,1983
বাংলার,1982
নিজেই,1982
কক্ষে,1982
অনুশীলন,1982
কালো,1980
কক্সবাজার,1979
২০১৬,1979
পৃথক,1978
মেজর,1978
ব্যস্ত,1977
সড়কের,1975
সরকারকে,1973
বাড়ছে,1972
যেকোনো,1969
৩টি,1968
সীমান্ত,1965
সিভিল,1964
পুরুষ,1963
পশ্চিম,1963
জন্যই,1963
ইউনিট,1961
জাতীয়,1961
দুর্ঘটনায়,1959
যাত্রা,1958
কর্তৃক,1954
মার্চ),1954
ম্যাচটি,1953
দারুণ,1952
আমিন,1951
এটাই,1950
নিয়েছে।,1949
তারেক,1949
টাকায়,1948
তদন্তের,1946
৯০,1945
রাজি,1943
–,1943
পরিবারকে,1943
বিমানবন্দর,1943
ঘটে,1942
লিগ,1941
শিল্পী,1938
করেছিল,1938
আসবে,1937
সেসব,1935
ভোটের,1933
পড়ার,1933
ডুবে,1932
হামলায়,1932
দুজন,1928
মাসুদ,1927
পারি,1926
থেকেও,1925
বলেছেন,1924
নিয়েও,1919
কোম্পানির,1917
বিদ্যালয়ের,1915
থাকেন,1914
গানের,1913
নগর,1912
সবকিছু,1911
নদীতে,1910
ইতিহাস,1906
দেশকে,1905
ডিগ্রি,1904
২০০,1901
বাড়ানোর,1901
ক্রীড়া,1900
ধরেই,1900
সেনাবাহিনীর,1897
উভয়,1895
পারেনি।,1895
গণমাধ্যমে,1895
অগ্রগতি,1894
মিয়ানমারের,1893
একাদশ,1893
বাড়াতে,1892
"নেই,",1891
জাতিসংঘের,1891
নজর,1890
গঠিত,1890
বিশিষ্ট,1889
সপ্তাহের,1887
লড়াই,1887
সোহেল,1883
মিলিয়ন,1883
তাপমাত্রা,1882
অধিকাংশ,1882
তোলা,1881
রফিকুল,1879
ঘটেছে।,1877
ভোটার,1875
আলোচিত,1873
তোলার,1872
নিন।,1866
অর্থবছরে,1866
কষ্ট,1865
চ্যাম্পিয়ন,1865
উঠতে,1864
দূরে,1862
স্বাক্ষর,1860
জলবায়ু,1860
পণ্যের,1858
জানুয়ারি),1854
আঞ্চলিক,1852
২টি,1852
ভোর,1851
সরিয়ে,1848
মিজানুর,1846
ম্যাচটিতে,1846
পারলে,1845
আগেও,1844
তামিম,1844
সুন্দর,1843
সন্ত্রাসী,1843
উদ্বোধনী,1843
পূর্ণ,1843
অধিদফতরের,1842
ঘোষিত,1841
পরিশোধ,1841
পারবেন।,1840
থাকেন।,1840
বৃদ্ধির,1839
মন,1839
হোম,1839
বলার,1833
মানসিক,1831
দাঁড়িয়েছে,1829
সেন্টার,1828
রিমান্ড,1827
হতো,1826
উপস্থাপন,1826
উইকেটে,1825
সক্রিয়,1824
তাঁকে,1822
সমালোচনা,1821
মান,1819
অসংখ্য,1816
ব্যাংকিং,1814
মুসলিম,1814
কন্যা,1810
বন্ধু,1810
ফজলে,1809
চৌধুরীর,1808
আসাদুজ্জামান,1807
করেছিলেন।,1805
ক্রিকেটার,1805
আসন্ন,1802
খেতে,1801
ঘটনাস্থল,1801
যুবলীগ,1801
বিদেশ,1799
জড়িয়ে,1799
সিনেমায়,1799
অভ্যন্তরীণ,1798
কর্মীদের,1796
নাটকের,1794
"ছিল,",1793
আপাতত,1792
রাষ্ট্রীয়,1792
কথা।,1791
জানি,1790
পারিবারিক,1786
কবি,1786
আনন্দ,1783
আলীর,1783
বাড়তি,1780
হোটেল,1780
ভেতর,1779
কারখানা,1779
সাইফুল,1778
অর্থনীতির,1778
বরিশাল,1776
আনোয়ার,1775
জানায়,1775
আবহাওয়া,1773
র‌্যাব,1772
সংযুক্ত,1770
স্বাগত,1767
কাপ,1767
লিগে,1767
২০১৫,1766
শোনা,1764
যানবাহন,1763
বাড়তে,1760
নির্মাতা,1760
প্রকৃত,1759
স্পিকার,1759
পাশের,1757
অনেকটা,1756
অবস্থানে,1755
গরু,1752
মিথ্যা,1748
প্রচুর,1746
শামীম,1743
উঠেছে।,1741
মিয়ার,1741
হারে,1739
টিকিট,1739
হত্যাকাণ্ডের,1738
আহসান,1738
বাস্তবায়নের,1736
শরীরের,1735
নেয়।,1733
প্রশংসা,1733
চীনা,1733
ঐতিহাসিক,1729
রাষ্ট্রদূত,1729
প্রিয়,1728
থাকছে,1728
জঙ্গি,1728
স্মরণ,1726
খান।,1726
উপসর্গ,1725
খেলোয়াড়,1725
"আহমেদ,",1724
শুনানি,1724
প্রণোদনা,1724
"করা,",1723
ঈদে,1723
দেবেন,1722
সার্ভিসের,1721
সন্তানের,1719
অ্যাডভোকেট,1719
ধর্ম,1719
একদিন,1718
অভিযোগের,1718
